coefficient,agentNo,coefficientVal,desiredProfit,distanceRes
prof,10,8,150,426996.37
prof,1,16,150,252503.54
prof,2,16,150,344901.10
prof,3,16,150,408112.34
prof,4,16,150,438764.46
prof,6,16,150,468845.37
prof,8,16,150,481575.21
prof,10,16,150,487783.50
prof,1,-1,155,529664.27
prof,2,-1,155,800274.89
prof,3,-1,155,1098254.13
prof,4,-1,155,1296151.78
prof,6,-1,155,1630141.96
prof,8,-1,155,1919641.81
prof,10,-1,155,2262325.04
prof,1,0,155,234994.61
prof,2,0,155,291863.39
prof,3,0,155,367571.05
prof,4,0,155,383702.97
prof,6,0,155,407556.38
prof,8,0,155,408262.04
prof,10,0,155,413554.91
prof,1,1,155,235923.13
prof,2,1,155,300238.97
prof,3,1,155,359676.35
prof,4,1,155,389503.80
prof,6,1,155,404356.11
prof,8,1,155,413731.56
prof,10,1,155,410798.13
prof,1,2,155,239136.48
prof,2,2,155,304501.52
prof,3,2,155,353469.21
prof,4,2,155,388774.00
prof,6,2,155,409273.18
prof,8,2,155,408703.66
prof,10,2,155,416965.86
prof,1,4,155,241681.43
prof,2,4,155,317035.25
prof,3,4,155,383033.76
prof,4,4,155,400325.57
prof,6,4,155,418332.14
prof,8,4,155,421772.28
prof,10,4,155,424089.52
prof,1,8,155,242514.21
prof,2,8,155,321761.68
prof,3,8,155,381043.48
prof,4,8,155,409122.46
prof,6,8,155,424171.16
prof,8,8,155,431114.55
prof,10,8,155,432185.08
prof,1,16,155,252681.09
prof,2,16,155,345413.58
prof,3,16,155,409056.34
prof,4,16,155,441617.65
prof,6,16,155,470827.11
prof,8,16,155,486363.61
prof,10,16,155,490780.69
prof,1,-1,160,535788.19
prof,2,-1,160,801597.28
prof,3,-1,160,1101500.82
prof,4,-1,160,1297743.66
prof,6,-1,160,1632294.34
prof,8,-1,160,1928159.07
prof,10,-1,160,2269609.77
prof,1,0,160,238749.46
prof,2,0,160,301519.75
prof,3,0,160,378971.31
prof,4,0,160,416284.87
prof,6,0,160,448592.64
prof,8,0,160,453835.11
prof,10,0,160,454494.73
prof,1,1,160,237074.45
prof,2,1,160,305765.15
prof,3,1,160,372808.18
prof,4,1,160,418376.00
prof,6,1,160,442786.07
prof,8,1,160,451971.83
prof,10,1,160,452929.61
prof,1,2,160,239993.60
prof,2,2,160,306900.58
prof,3,2,160,358117.54
prof,4,2,160,412185.37
prof,6,2,160,442089.07
prof,8,2,160,441692.13
prof,10,2,160,450157.70
prof,1,4,160,242179.24
prof,2,4,160,319729.47
prof,3,4,160,386626.27
prof,4,4,160,422277.50
prof,6,4,160,450123.24
prof,8,4,160,453735.25
prof,10,4,160,456438.45
prof,1,8,160,243365.02
prof,2,8,160,323863.62
prof,3,8,160,384785.92
prof,4,8,160,427358.04
prof,6,8,160,449912.81
prof,8,8,160,456848.54
prof,10,8,160,458199.46
prof,1,16,160,253053.74
prof,2,16,160,345461.94
prof,3,16,160,410059.46
prof,4,16,160,457034.74
prof,6,16,160,497866.71
prof,8,16,160,516102.52
prof,10,16,160,520541.72
prof,1,-1,165,538830.40
prof,2,-1,165,803363.45
prof,3,-1,165,1107029.68
prof,4,-1,165,1301377.60
prof,6,-1,165,1635818.94
prof,8,-1,165,1936336.91
prof,10,-1,165,2273828.94
prof,1,0,165,238833.03
prof,2,0,165,308261.16
prof,3,0,165,382518.55
prof,4,0,165,427615.64
prof,6,0,165,482551.45
prof,8,0,165,480667.01
prof,10,0,165,481348.80
prof,1,1,165,241175.43
prof,2,1,165,314702.65
prof,3,1,165,379014.44
prof,4,1,165,429499.93
prof,6,1,165,453700.73
prof,8,1,165,468426.57
prof,10,1,165,465510.99
prof,1,2,165,240555.29
prof,2,2,165,310042.29
prof,3,2,165,365493.98
prof,4,2,165,421248.38
prof,6,2,165,453329.22
prof,8,2,165,456360.66
prof,10,2,165,465965.34
prof,1,4,165,243074.06
prof,2,4,165,322140.44
prof,3,4,165,389910.86
prof,4,4,165,426399.78
prof,6,4,165,461103.12
prof,8,4,165,467875.70
prof,10,4,165,471759.90
prof,1,8,165,244048.25
prof,2,8,165,326195.44
prof,3,8,165,389449.25
prof,4,8,165,434702.70
prof,6,8,165,461519.53
prof,8,8,165,471863.34
prof,10,8,165,475369.92
prof,1,16,165,253391.37
prof,2,16,165,346527.69
prof,3,16,165,415552.98
prof,4,16,165,470940.17
prof,6,16,165,517769.20
prof,8,16,165,541110.21
prof,10,16,165,548679.24
prof,1,-1,170,540274.04
prof,2,-1,170,805327.03
prof,3,-1,170,1111049.51
prof,4,-1,170,1303652.59
prof,6,-1,170,1638982.31
prof,8,-1,170,1943112.28
prof,10,-1,170,2282675.45
prof,1,0,170,242782.65
prof,2,0,170,308981.95
prof,3,0,170,390507.81
prof,4,0,170,438010.92
prof,6,0,170,500904.47
prof,8,0,170,507117.86
prof,10,0,170,505854.52
prof,1,1,170,243168.20
prof,2,1,170,317837.32
prof,3,1,170,388119.49
prof,4,1,170,435092.83
prof,6,1,170,468098.68
prof,8,1,170,489707.35
prof,10,1,170,497256.92
prof,1,2,170,241226.19
prof,2,2,170,317024.01
prof,3,2,170,374502.95
prof,4,2,170,427176.78
prof,6,2,170,473345.84
prof,8,2,170,480293.98
prof,10,2,170,487907.93
prof,1,4,170,243494.40
prof,2,4,170,326415.40
prof,3,4,170,404756.59
prof,4,4,170,444667.28
prof,6,4,170,480273.18
prof,8,4,170,487916.54
prof,10,4,170,493993.68
prof,1,8,170,244746.26
prof,2,8,170,330291.97
prof,3,8,170,406137.97
prof,4,8,170,453439.73
prof,6,8,170,486939.76
prof,8,8,170,498829.95
prof,10,8,170,507375.85
prof,1,16,170,254649.36
prof,2,16,170,351863.99
prof,3,16,170,430695.53
prof,4,16,170,489126.83
prof,6,16,170,543360.41
prof,8,16,170,574426.76
prof,10,16,170,588703.12
prof,1,-1,175,541752.31
prof,2,-1,175,808339.41
prof,3,-1,175,1113184.10
prof,4,-1,175,1305708.23
prof,6,-1,175,1641092.43
prof,8,-1,175,1955382.38
prof,10,-1,175,2293266.43
prof,1,0,175,243410.86
prof,2,0,175,313467.67
prof,3,0,175,395130.81
prof,4,0,175,441044.34
prof,6,0,175,516421.36
prof,8,0,175,523263.18
prof,10,0,175,522163.60
prof,1,1,175,243476.84
prof,2,1,175,319497.88
prof,3,1,175,389899.10
prof,4,1,175,442121.85
prof,6,1,175,490733.38
prof,8,1,175,508223.34
prof,10,1,175,517578.75
prof,1,2,175,245249.66
prof,2,2,175,320445.44
prof,3,2,175,381827.70
prof,4,2,175,436311.37
prof,6,2,175,489243.27
prof,8,2,175,501143.20
prof,10,2,175,508351.94
prof,1,4,175,244145.70
prof,2,4,175,327336.38
prof,3,4,175,410483.58
prof,4,4,175,450501.81
prof,6,4,175,492147.75
prof,8,4,175,503869.55
prof,10,4,175,511542.59
prof,1,8,175,244985.76
prof,2,8,175,331333.45
prof,3,8,175,407469.40
prof,4,8,175,456230.74
prof,6,8,175,500990.85
prof,8,8,175,516867.63
prof,10,8,175,526655.52
prof,1,16,175,255121.13
prof,2,16,175,354311.45
prof,3,16,175,433464.12
prof,4,16,175,494119.50
prof,6,16,175,552689.97
prof,8,16,175,583357.71
prof,10,16,175,601633.79
prof,1,-1,180,545909.72
prof,2,-1,180,810510.81
prof,3,-1,180,1114041.44
prof,4,-1,180,1308459.57
prof,6,-1,180,1642043.54
prof,8,-1,180,1961302.33
prof,10,-1,180,2302951.65
prof,1,0,180,246867.43
prof,2,0,180,317188.13
prof,3,0,180,403140.99
prof,4,0,180,461960.16
prof,6,0,180,548952.23
prof,8,0,180,556904.11
prof,10,0,180,556563.05
prof,1,1,180,250263.61
prof,2,1,180,322658.42
prof,3,1,180,403917.62
prof,4,1,180,464176.88
prof,6,1,180,524752.53
prof,8,1,180,550417.10
prof,10,1,180,560519.45
prof,1,2,180,248601.76
prof,2,2,180,323659.31
prof,3,2,180,396599.97
prof,4,2,180,453380.22
prof,6,2,180,521116.37
prof,8,2,180,535641.06
prof,10,2,180,549147.77
prof,1,4,180,246454.72
prof,2,4,180,335531.20
prof,3,4,180,420804.95
prof,4,4,180,471956.72
prof,6,4,180,518422.61
prof,8,4,180,534642.42
prof,10,4,180,544558.75
prof,1,8,180,246509.18
prof,2,8,180,338154.03
prof,3,8,180,414516.46
prof,4,8,180,471026.58
prof,6,8,180,527238.13
prof,8,8,180,546397.60
prof,10,8,180,562803.27
prof,1,16,180,255662.22
prof,2,16,180,356083.40
prof,3,16,180,435671.52
prof,4,16,180,498109.98
prof,6,16,180,572478.55
prof,8,16,180,612042.88
prof,10,16,180,629775.77
prof,1,-1,185,547547.56
prof,2,-1,185,812394.63
prof,3,-1,185,1115266.01
prof,4,-1,185,1310657.73
prof,6,-1,185,1647480.05
prof,8,-1,185,1967059.54
prof,10,-1,185,2305921.37
prof,1,0,185,252063.75
prof,2,0,185,325106.04
prof,3,0,185,404875.25
prof,4,0,185,487340.04
prof,6,0,185,621552.82
prof,8,0,185,608592.29
prof,10,0,185,621263.99
prof,1,1,185,252834.44
prof,2,1,185,332141.72
prof,3,1,185,412738.03
prof,4,1,185,483125.66
prof,6,1,185,563160.22
prof,8,1,185,585909.12
prof,10,1,185,604086.50
prof,1,2,185,253817.94
prof,2,2,185,329844.13
prof,3,2,185,405706.78
prof,4,2,185,470370.25
prof,6,2,185,556653.76
prof,8,2,185,570328.47
prof,10,2,185,586443.49
prof,1,4,185,250311.48
prof,2,4,185,340543.70
prof,3,4,185,430468.37
prof,4,4,185,494506.19
prof,6,4,185,551869.42
prof,8,4,185,562896.38
prof,10,4,185,586353.01
prof,1,8,185,248765.19
prof,2,8,185,342416.02
prof,3,8,185,430641.80
prof,4,8,185,481946.55
prof,6,8,185,549587.66
prof,8,8,185,569190.55
prof,10,8,185,587395.21
prof,1,16,185,256703.03
prof,2,16,185,357867.47
prof,3,16,185,442003.41
prof,4,16,185,508083.88
prof,6,16,185,587633.15
prof,8,16,185,631403.93
prof,10,16,185,653030.30
prof,1,-1,190,557525.22
prof,2,-1,190,822249.22
prof,3,-1,190,1131100.51
prof,4,-1,190,1325434.58
prof,6,-1,190,1663658.82
prof,8,-1,190,1983527.55
prof,10,-1,190,2328521.91
prof,1,0,190,261581.38
prof,2,0,190,347332.21
prof,3,0,190,409556.09
prof,4,0,190,497535.92
prof,6,0,190,644123.61
prof,8,0,190,661129.21
prof,10,0,190,662519.03
prof,1,1,190,257662.58
prof,2,1,190,336697.75
prof,3,1,190,423928.53
prof,4,1,190,491441.86
prof,6,1,190,577658.61
prof,8,1,190,610428.75
prof,10,1,190,639499.98
prof,1,2,190,259663.54
prof,2,2,190,342454.31
prof,3,2,190,417273.51
prof,4,2,190,484337.41
prof,6,2,190,563211.70
prof,8,2,190,582885.02
prof,10,2,190,621697.73
prof,1,4,190,258319.38
prof,2,4,190,349141.68
prof,3,4,190,437343.17
prof,4,4,190,502881.55
prof,6,4,190,571860.88
prof,8,4,190,584311.40
prof,10,4,190,613502.07
prof,1,8,190,257379.33
prof,2,8,190,352347.30
prof,3,8,190,439884.38
prof,4,8,190,502983.75
prof,6,8,190,575335.22
prof,8,8,190,606983.26
prof,10,8,190,624440.31
prof,1,16,190,265395.86
prof,2,16,190,367576.57
prof,3,16,190,455119.42
prof,4,16,190,523373.09
prof,6,16,190,603521.52
prof,8,16,190,656339.95
prof,10,16,190,686225.99
prof,1,-1,195,558246.54
prof,2,-1,195,822913.33
prof,3,-1,195,1134021.74
prof,4,-1,195,1332794.63
prof,6,-1,195,1676937.29
prof,8,-1,195,2014330.54
prof,10,-1,195,2359304.75
prof,1,0,195,451537.15
prof,2,0,195,506596.17
prof,3,0,195,549249.87
prof,4,0,195,542324.97
prof,6,0,195,680484.36
prof,8,0,195,761533.29
prof,10,0,195,778991.64
prof,1,1,195,262923.73
prof,2,1,195,339083.64
prof,3,1,195,426779.28
prof,4,1,195,513579.26
prof,6,1,195,643816.65
prof,8,1,195,634913.77
prof,10,1,195,653559.44
prof,1,2,195,261522.64
prof,2,2,195,346781.21
prof,3,2,195,424427.84
prof,4,2,195,497964.38
prof,6,2,195,595813.50
prof,8,2,195,628737.36
prof,10,2,195,667611.22
prof,1,4,195,260499.57
prof,2,4,195,352356.70
prof,3,4,195,444353.34
prof,4,4,195,527714.63
prof,6,4,195,606024.57
prof,8,4,195,626323.27
prof,10,4,195,657688.36
prof,1,8,195,263146.76
prof,2,8,195,362637.71
prof,3,8,195,447440.70
prof,4,8,195,526361.96
prof,6,8,195,605004.44
prof,8,8,195,634105.08
prof,10,8,195,661343.98
prof,1,16,195,270523.59
prof,2,16,195,383943.92
prof,3,16,195,464851.77
prof,4,16,195,543060.99
prof,6,16,195,638233.64
prof,8,16,195,692584.85
prof,10,16,195,727602.63
prof,1,-1,200,558377.58
prof,2,-1,200,824802.44
prof,3,-1,200,1136721.19
prof,4,-1,200,1336342.84
prof,6,-1,200,1679994.61
prof,8,-1,200,2018254.84
prof,10,-1,200,2371014.80
prof,1,0,200,460341.25
prof,2,0,200,547271.13
prof,3,0,200,612718.68
prof,4,0,200,673361.82
prof,6,0,200,757574.62
prof,8,0,200,790753.43
prof,10,0,200,802328.15
prof,1,1,200,274868.17
prof,2,1,200,351255.97
prof,3,1,200,433364.55
prof,4,1,200,519535.65
prof,6,1,200,693262.17
prof,8,1,200,740529.93
prof,10,1,200,696714.80
prof,1,2,200,272338.79
prof,2,2,200,350192.19
prof,3,2,200,429220.91
prof,4,2,200,510004.82
prof,6,2,200,605961.42
prof,8,2,200,663257.43
prof,10,2,200,690059.05
prof,1,4,200,271161.25
prof,2,4,200,361311.71
prof,3,4,200,456325.75
prof,4,4,200,535652.96
prof,6,4,200,617941.76
prof,8,4,200,640262.43
prof,10,4,200,672767.27
prof,1,8,200,271509.07
prof,2,8,200,366516.14
prof,3,8,200,458085.13
prof,4,8,200,550340.32
prof,6,8,200,622135.16
prof,8,8,200,657927.55
prof,10,8,200,684379.84
prof,1,16,200,280052.16
prof,2,16,200,397093.38
prof,3,16,200,474590.58
prof,4,16,200,555900.80
prof,6,16,200,656911.17
prof,8,16,200,718815.39
prof,10,16,200,762325.42
prof,1,-1,205,560443.99
prof,2,-1,205,824971.65
prof,3,-1,205,1141228.24
prof,4,-1,205,1339947.82
prof,6,-1,205,1686696.96
prof,8,-1,205,2025356.49
prof,10,-1,205,2381333.34
prof,1,0,205,462155.35
prof,2,0,205,558427.68
prof,3,0,205,635082.41
prof,4,0,205,713420.26
prof,6,0,205,841555.69
prof,8,0,205,884386.67
prof,10,0,205,900778.93
prof,1,1,205,338274.84
prof,2,1,205,454912.77
prof,3,1,205,456769.11
prof,4,1,205,555408.11
prof,6,1,205,768477.19
prof,8,1,205,881878.61
prof,10,1,205,896509.67
prof,1,2,205,289499.55
prof,2,2,205,362527.98
prof,3,2,205,447676.18
prof,4,2,205,534316.80
prof,6,2,205,696868.03
prof,8,2,205,771801.10
prof,10,2,205,814287.28
prof,1,4,205,281999.32
prof,2,4,205,369802.43
prof,3,4,205,466617.65
prof,4,4,205,556537.97
prof,6,4,205,719826.76
prof,8,4,205,750171.29
prof,10,4,205,790054.66
prof,1,8,205,289575.36
prof,2,8,205,375713.35
prof,3,8,205,467535.85
prof,4,8,205,561116.10
prof,6,8,205,687075.78
prof,8,8,205,718965.54
prof,10,8,205,753150.94
prof,1,16,205,289818.13
prof,2,16,205,403751.53
prof,3,16,205,481536.75
prof,4,16,205,565410.75
prof,6,16,205,683412.53
prof,8,16,205,766674.08
prof,10,16,205,813530.40
prof,1,-1,210,563150.87
prof,2,-1,210,830527.89
prof,3,-1,210,1150647.26
prof,4,-1,210,1348246.94
prof,6,-1,210,1695480.04
prof,8,-1,210,2041926.82
prof,10,-1,210,2407984.68
prof,1,0,210,464245.67
prof,2,0,210,582107.59
prof,3,0,210,661131.71
prof,4,0,210,741085.85
prof,6,0,210,882443.14
prof,8,0,210,910910.15
prof,10,0,210,926101.26
prof,1,1,210,370338.72
prof,2,1,210,522320.63
prof,3,1,210,606015.86
prof,4,1,210,636598.45
prof,6,1,210,828945.09
prof,8,1,210,914832.88
prof,10,1,210,944499.11
prof,1,2,210,346665.75
prof,2,2,210,387711.13
prof,3,2,210,483010.42
prof,4,2,210,596108.09
prof,6,2,210,756454.64
prof,8,2,210,825138.68
prof,10,2,210,914786.69
prof,1,4,210,292478.57
prof,2,4,210,387699.03
prof,3,4,210,494957.55
prof,4,4,210,615857.54
prof,6,4,210,761109.79
prof,8,4,210,804102.30
prof,10,4,210,852882.12
prof,1,8,210,307015.98
prof,2,8,210,394068.97
prof,3,8,210,485474.85
prof,4,8,210,584327.90
prof,6,8,210,733932.61
prof,8,8,210,832317.11
prof,10,8,210,878049.36
prof,1,16,210,305539.88
prof,2,16,210,418659.25
prof,3,16,210,496308.06
prof,4,16,210,583220.30
prof,6,16,210,730830.07
prof,8,16,210,828082.84
prof,10,16,210,906389.80
prof,1,-1,215,570541.82
prof,2,-1,215,842216.74
prof,3,-1,215,1171945.70
prof,4,-1,215,1381308.03
prof,6,-1,215,1729783.46
prof,8,-1,215,2093880.58
prof,10,-1,215,2470395.69
prof,1,0,215,465840.63
prof,2,0,215,584421.25
prof,3,0,215,666142.20
prof,4,0,215,753000.14
prof,6,0,215,898429.35
prof,8,0,215,923779.24
prof,10,0,215,940537.85
prof,1,1,215,483464.86
prof,2,1,215,585109.70
prof,3,1,215,671258.79
prof,4,1,215,739506.97
prof,6,1,215,889905.99
prof,8,1,215,927212.53
prof,10,1,215,958530.33
prof,1,2,215,381002.97
prof,2,2,215,472955.73
prof,3,2,215,545452.74
prof,4,2,215,685615.69
prof,6,2,215,835100.57
prof,8,2,215,915848.18
prof,10,2,215,972333.24
prof,1,4,215,321666.22
prof,2,4,215,411195.07
prof,3,4,215,539833.69
prof,4,4,215,658435.61
prof,6,4,215,782296.13
prof,8,4,215,866061.82
prof,10,4,215,927763.91
prof,1,8,215,321384.30
prof,2,8,215,420982.43
prof,3,8,215,504122.57
prof,4,8,215,617663.60
prof,6,8,215,772667.29
prof,8,8,215,891709.71
prof,10,8,215,946548.52
prof,1,16,215,323033.58
prof,2,16,215,430993.73
prof,3,16,215,516855.71
prof,4,16,215,614084.69
prof,6,16,215,801263.80
prof,8,16,215,917247.38
prof,10,16,215,1026570.29
prof,1,-1,220,575428.73
prof,2,-1,220,854414.79
prof,3,-1,220,1183000.95
prof,4,-1,220,1405204.31
prof,6,-1,220,1760255.09
prof,8,-1,220,2135662.33
prof,10,-1,220,2505650.44
prof,1,0,220,467248.93
prof,2,0,220,585232.44
prof,3,0,220,666875.81
prof,4,0,220,753197.35
prof,6,0,220,898988.50
prof,8,0,220,930359.63
prof,10,0,220,942498.81
prof,1,1,220,498249.50
prof,2,1,220,610054.41
prof,3,1,220,693688.47
prof,4,1,220,816418.34
prof,6,1,220,914274.79
prof,8,1,220,936549.65
prof,10,1,220,968233.71
prof,1,2,220,500994.24
prof,2,2,220,597355.58
prof,3,2,220,682040.43
prof,4,2,220,804275.17
prof,6,2,220,896012.43
prof,8,2,220,954189.68
prof,10,2,220,981812.38
prof,1,4,220,358925.52
prof,2,4,220,440594.87
prof,3,4,220,634693.20
prof,4,4,220,696150.17
prof,6,4,220,853453.54
prof,8,4,220,935434.22
prof,10,4,220,961777.39
prof,1,8,220,340755.78
prof,2,8,220,459195.47
prof,3,8,220,529065.40
prof,4,8,220,639426.07
prof,6,8,220,798203.48
prof,8,8,220,926427.45
prof,10,8,220,988660.49
prof,1,16,220,345116.88
prof,2,16,220,465617.52
prof,3,16,220,546962.03
prof,4,16,220,652898.28
prof,6,16,220,864562.26
prof,8,16,220,979127.73
prof,10,16,220,1110336.41
prof,1,-1,225,599930.22
prof,2,-1,225,873065.18
prof,3,-1,225,1202663.44
prof,4,-1,225,1420113.71
prof,6,-1,225,1785624.21
prof,8,-1,225,2174280.95
prof,10,-1,225,2550366.40
prof,1,0,225,467255.74
prof,2,0,225,599883.75
prof,3,0,225,669166.44
prof,4,0,225,755838.64
prof,6,0,225,905690.15
prof,8,0,225,944281.35
prof,10,0,225,956531.38
prof,1,1,225,499749.00
prof,2,1,225,614539.26
prof,3,1,225,694166.17
prof,4,1,225,818116.44
prof,6,1,225,938517.58
prof,8,1,225,958788.28
prof,10,1,225,982624.12
prof,1,2,225,515435.52
prof,2,2,225,604189.42
prof,3,2,225,700180.21
prof,4,2,225,842910.63
prof,6,2,225,949860.04
prof,8,2,225,999336.27
prof,10,2,225,1023280.10
prof,1,4,225,426033.71
prof,2,4,225,487046.10
prof,3,4,225,682884.11
prof,4,4,225,775663.35
prof,6,4,225,909885.67
prof,8,4,225,993179.64
prof,10,4,225,1043072.73
prof,1,8,225,377849.04
prof,2,8,225,490770.49
prof,3,8,225,608301.96
prof,4,8,225,716216.67
prof,6,8,225,849812.57
prof,8,8,225,981655.47
prof,10,8,225,1047687.50
prof,1,16,225,398220.12
prof,2,16,225,496717.30
prof,3,16,225,585957.93
prof,4,16,225,699695.01
prof,6,16,225,946066.44
prof,8,16,225,1065113.94
prof,10,16,225,1210719.93
prof,1,-1,230,625442.37
prof,2,-1,230,906353.02
prof,3,-1,230,1253360.34
prof,4,-1,230,1471825.29
prof,6,-1,230,1875943.96
prof,8,-1,230,2281768.59
prof,10,-1,230,2661770.61
prof,1,0,230,468416.05
prof,2,0,230,603391.31
prof,3,0,230,672386.51
prof,4,0,230,761762.20
prof,6,0,230,939099.09
prof,8,0,230,979130.87
prof,10,0,230,994097.14
prof,1,1,230,500047.18
prof,2,1,230,623084.56
prof,3,1,230,698893.61
prof,4,1,230,823040.46
prof,6,1,230,953554.07
prof,8,1,230,982597.47
prof,10,1,230,1016776.82
prof,1,2,230,516081.18
prof,2,2,230,617223.51
prof,3,2,230,701212.57
prof,4,2,230,844005.41
prof,6,2,230,980024.81
prof,8,2,230,1034173.59
prof,10,2,230,1054216.86
prof,1,4,230,444970.42
prof,2,4,230,530419.07
prof,3,4,230,727556.32
prof,4,4,230,816186.72
prof,6,4,230,990456.23
prof,8,4,230,1075131.00
prof,10,4,230,1109631.47
prof,1,8,230,496955.57
prof,2,8,230,541084.43
prof,3,8,230,689355.40
prof,4,8,230,796187.16
prof,6,8,230,932142.59
prof,8,8,230,1063550.32
prof,10,8,230,1129371.78
prof,1,16,230,417677.00
prof,2,16,230,534082.99
prof,3,16,230,640697.22
prof,4,16,230,792034.20
prof,6,16,230,1026154.73
prof,8,16,230,1151438.34
prof,10,16,230,1326470.25
prof,1,-1,235,767950.96
prof,2,-1,235,1124458.34
prof,3,-1,235,1509172.14
prof,4,-1,235,1779750.29
prof,6,-1,235,2276361.71
prof,8,-1,235,2719802.85
prof,10,-1,235,3124184.93
prof,1,0,235,470917.14
prof,2,0,235,605256.73
prof,3,0,235,679253.11
prof,4,0,235,764539.38
prof,6,0,235,964086.17
prof,8,0,235,1012988.93
prof,10,0,235,1030083.46
prof,1,1,235,501324.02
prof,2,1,235,623492.33
prof,3,1,235,704900.68
prof,4,1,235,824936.59
prof,6,1,235,967750.92
prof,8,1,235,1012542.77
prof,10,1,235,1050878.43
prof,1,2,235,516653.83
prof,2,2,235,619013.53
prof,3,2,235,709753.77
prof,4,2,235,846893.88
prof,6,2,235,991873.06
prof,8,2,235,1059513.46
prof,10,2,235,1083435.01
prof,1,4,235,557558.69
prof,2,4,235,677707.40
prof,3,4,235,778211.00
prof,4,4,235,891522.72
prof,6,4,235,1049917.27
prof,8,4,235,1110573.86
prof,10,4,235,1165508.21
prof,1,8,235,564329.00
prof,2,8,235,691972.25
prof,3,8,235,769488.20
prof,4,8,235,890972.22
prof,6,8,235,1069857.28
prof,8,8,235,1239488.67
prof,10,8,235,1337094.60
prof,1,16,235,577935.56
prof,2,16,235,743365.39
prof,3,16,235,864440.08
prof,4,16,235,988547.34
prof,6,16,235,1272404.85
prof,8,16,235,1441942.63
prof,10,16,235,1591257.40
prof,1,-1,240,912362.24
prof,2,-1,240,1461046.38
prof,3,-1,240,2023326.85
prof,4,-1,240,2481919.97
prof,6,-1,240,3255355.72
prof,8,-1,240,4134560.89
prof,10,-1,240,4677210.00
prof,1,0,240,481618.60
prof,2,0,240,610377.30
prof,3,0,240,697098.44
prof,4,0,240,769428.91
prof,6,0,240,976811.02
prof,8,0,240,1021971.83
prof,10,0,240,1072056.65
prof,1,1,240,501877.54
prof,2,1,240,632731.96
prof,3,1,240,717061.37
prof,4,1,240,841690.35
prof,6,1,240,977635.49
prof,8,1,240,1023451.36
prof,10,1,240,1063522.56
prof,1,2,240,518480.45
prof,2,2,240,619317.35
prof,3,2,240,716703.30
prof,4,2,240,851725.16
prof,6,2,240,1010771.51
prof,8,2,240,1080717.11
prof,10,2,240,1104071.75
prof,1,4,240,562687.20
prof,2,4,240,677914.60
prof,3,4,240,786960.09
prof,4,4,240,903719.05
prof,6,4,240,1066455.71
prof,8,4,240,1133034.81
prof,10,4,240,1194477.08
prof,1,8,240,567475.99
prof,2,8,240,692223.27
prof,3,8,240,771990.84
prof,4,8,240,892984.10
prof,6,8,240,1080703.67
prof,8,8,240,1243438.16
prof,10,8,240,1350603.64
prof,1,16,240,578247.55
prof,2,16,240,744877.71
prof,3,16,240,868462.09
prof,4,16,240,998522.74
prof,6,16,240,1280110.16
prof,8,16,240,1442100.56
prof,10,16,240,1595487.07
prof,1,-1,245,924397.38
prof,2,-1,245,1468495.40
prof,3,-1,245,2029786.22
prof,4,-1,245,2493705.16
prof,6,-1,245,3268166.33
prof,8,-1,245,4155134.42
prof,10,-1,245,4707682.03
prof,1,0,245,550019.15
prof,2,0,245,625968.57
prof,3,0,245,720659.89
prof,4,0,245,785953.83
prof,6,0,245,990936.59
prof,8,0,245,1074471.53
prof,10,0,245,1116840.90
prof,1,1,245,503352.20
prof,2,1,245,637508.37
prof,3,1,245,719277.70
prof,4,1,245,846549.02
prof,6,1,245,988915.99
prof,8,1,245,1036085.54
prof,10,1,245,1095312.71
prof,1,2,245,520489.80
prof,2,2,245,620663.86
prof,3,2,245,720246.80
prof,4,2,245,853789.65
prof,6,2,245,1012540.50
prof,8,2,245,1085810.05
prof,10,2,245,1119728.30
prof,1,4,245,564694.77
prof,2,4,245,682165.92
prof,3,4,245,788492.68
prof,4,4,245,906585.42
prof,6,4,245,1067887.89
prof,8,4,245,1135862.84
prof,10,4,245,1201237.00
prof,1,8,245,568078.24
prof,2,8,245,697359.26
prof,3,8,245,773487.21
prof,4,8,245,895456.63
prof,6,8,245,1083903.12
prof,8,8,245,1251348.85
prof,10,8,245,1361953.96
prof,1,16,245,579803.44
prof,2,16,245,749892.22
prof,3,16,245,882316.54
prof,4,16,245,1005725.89
prof,6,16,245,1285078.00
prof,8,16,245,1450667.92
prof,10,16,245,1604780.20
prof,1,-1,250,941338.88
prof,2,-1,250,1471562.55
prof,3,-1,250,2032189.21
prof,4,-1,250,2495458.22
prof,6,-1,250,3279484.73
prof,8,-1,250,4170238.12
prof,10,-1,250,4727979.76
prof,1,0,250,566996.47
prof,2,0,250,681756.94
prof,3,0,250,727855.67
prof,4,0,250,817964.63
prof,6,0,250,1016766.06
prof,8,0,250,1222574.28
prof,10,0,250,1302279.25
prof,1,1,250,507927.94
prof,2,1,250,645703.92
prof,3,1,250,774898.25
prof,4,1,250,847998.23
prof,6,1,250,1000118.14
prof,8,1,250,1131553.41
prof,10,1,250,1178864.45
prof,1,2,250,521684.13
prof,2,2,250,622196.57
prof,3,2,250,727912.96
prof,4,2,250,857190.27
prof,6,2,250,1018789.59
prof,8,2,250,1148146.42
prof,10,2,250,1186826.69
prof,1,4,250,565562.90
prof,2,4,250,682124.59
prof,3,4,250,790935.48
prof,4,4,250,907075.46
prof,6,4,250,1069994.93
prof,8,4,250,1197160.61
prof,10,4,250,1264507.06
