agents,kmax,percent,ratio,profit,distance
1,1,40,0.60,50,105940.80
1,1,40,0.60,65,142901.49
1,1,40,0.60,80,155022.39
1,1,40,0.60,95,166049.58
1,1,40,0.60,110,173111.35
1,1,40,0.60,125,177666.61
1,1,40,0.60,140,238954.02
1,1,40,0.60,155,241254.36
1,1,40,0.60,170,243395.00
1,1,40,0.60,185,250213.42
1,1,40,0.60,200,262732.83
1,1,40,0.60,215,306785.78
1,1,40,0.60,230,513074.52
1,1,40,0.60,245,515821.37
1,1,40,0.60,260,521804.86
1,1,40,0.60,275,607510.14
1,1,40,0.60,290,616005.16
1,1,40,0.70,5,60922.88
1,1,40,0.70,20,61538.91
1,1,40,0.70,35,69834.99
1,1,40,0.70,50,105940.80
1,1,40,0.70,65,142901.49
1,1,40,0.70,80,155064.92
1,1,40,0.70,95,166086.88
1,1,40,0.70,110,173175.39
1,1,40,0.70,125,177679.45
1,1,40,0.70,140,238955.73
1,1,40,0.70,155,241291.67
1,1,40,0.70,170,243907.29
1,1,40,0.70,185,250220.48
1,1,40,0.70,200,263300.56
1,1,40,0.70,215,307531.18
1,1,40,0.70,230,509931.98
1,1,40,0.70,245,515271.81
1,1,40,0.70,260,523031.24
1,1,40,0.70,275,610158.43
1,1,40,0.70,290,618749.22
1,1,40,0.80,5,60922.88
1,1,40,0.80,20,61538.91
1,1,40,0.80,35,69834.99
1,1,40,0.80,50,105940.80
1,1,40,0.80,65,142901.49
1,1,40,0.80,80,155064.92
1,1,40,0.80,95,166632.56
1,1,40,0.80,110,173203.11
1,1,40,0.80,125,177860.30
1,1,40,0.80,140,238994.43
1,1,40,0.80,155,241330.76
1,1,40,0.80,170,243967.86
1,1,40,0.80,185,250366.45
1,1,40,0.80,200,263613.85
1,1,40,0.80,215,306524.85
1,1,40,0.80,230,510227.48
1,1,40,0.80,245,516785.66
1,1,40,0.80,260,522930.68
1,1,40,0.80,275,614389.93
1,1,40,0.80,290,623399.36
1,1,40,0.90,5,60922.88
1,1,40,0.90,20,61538.91
1,1,40,0.90,35,69834.99
1,1,40,0.90,50,105940.80
1,1,40,0.90,65,142901.49
1,1,40,0.90,80,155064.92
1,1,40,0.90,95,166632.56
1,1,40,0.90,110,173203.11
1,1,40,0.90,125,177856.29
1,1,40,0.90,140,239019.27
1,1,40,0.90,155,241355.61
1,1,40,0.90,170,243973.72
1,1,40,0.90,185,250324.89
1,1,40,0.90,200,263734.42
1,1,40,0.90,215,309597.57
1,1,40,0.90,230,510073.52
1,1,40,0.90,245,516597.36
1,1,40,0.90,260,522755.67
1,1,40,0.90,275,611512.30
1,1,40,0.90,290,620749.53
1,1,40,1.00,5,60922.88
1,1,40,1.00,20,61538.91
1,1,40,1.00,35,69889.52
1,1,40,1.00,50,105926.57
1,1,40,1.00,65,142910.52
1,1,40,1.00,80,155551.91
1,1,40,1.00,95,166345.36
1,1,40,1.00,110,173171.17
1,1,40,1.00,125,177667.48
1,1,40,1.00,140,239973.48
1,1,40,1.00,155,242585.24
1,1,40,1.00,170,244709.89
1,1,40,1.00,185,250264.98
1,1,40,1.00,200,264710.48
1,1,40,1.00,215,308662.85
1,1,40,1.00,230,510514.44
1,1,40,1.00,245,515493.05
1,1,40,1.00,260,522984.98
1,1,40,1.00,275,612963.18
1,1,40,1.00,290,622936.68
1,1,50,0.10,5,60922.88
1,1,50,0.10,20,61538.91
1,1,50,0.10,35,69834.99
1,1,50,0.10,50,105859.00
1,1,50,0.10,65,142935.30
1,1,50,0.10,80,155046.52
1,1,50,0.10,95,166627.06
1,1,50,0.10,110,172696.86
1,1,50,0.10,125,177343.64
1,1,50,0.10,140,238256.88
1,1,50,0.10,155,240363.93
1,1,50,0.10,170,242600.92
1,1,50,0.10,185,250457.10
1,1,50,0.10,200,261208.72
1,1,50,0.10,215,307906.39
1,1,50,0.10,230,509917.58
1,1,50,0.10,245,511091.20
