agents,kmax,percent,ratio,profit,distance
8,-1,-1,0.10,280,1517164.68
8,-1,-1,0.20,5,60971.98
8,-1,-1,0.20,30,86586.50
8,-1,-1,0.20,55,169160.13
8,-1,-1,0.20,80,196093.17
8,-1,-1,0.20,105,251119.48
8,-1,-1,0.20,130,360651.78
8,-1,-1,0.20,155,404437.12
8,-1,-1,0.20,180,555779.06
8,-1,-1,0.20,205,846903.40
8,-1,-1,0.20,230,992017.99
8,-1,-1,0.20,255,1230319.97
8,-1,-1,0.20,280,1514281.33
8,-1,-1,0.30,5,60971.98
8,-1,-1,0.30,30,86586.50
8,-1,-1,0.30,55,169160.13
8,-1,-1,0.30,80,196093.17
8,-1,-1,0.30,105,251119.48
8,-1,-1,0.30,130,360651.78
8,-1,-1,0.30,155,404406.88
8,-1,-1,0.30,180,555782.15
8,-1,-1,0.30,205,847208.54
8,-1,-1,0.30,230,993635.78
8,-1,-1,0.30,255,1229273.99
8,-1,-1,0.30,280,1515954.71
8,-1,-1,0.40,5,60971.98
8,-1,-1,0.40,30,86586.50
8,-1,-1,0.40,55,169160.13
8,-1,-1,0.40,80,196093.17
8,-1,-1,0.40,105,251119.48
8,-1,-1,0.40,130,360651.78
8,-1,-1,0.40,155,404443.94
8,-1,-1,0.40,180,555792.02
8,-1,-1,0.40,205,846603.23
8,-1,-1,0.40,230,993798.97
8,-1,-1,0.40,255,1234973.15
8,-1,-1,0.40,280,1518474.50
8,-1,-1,0.50,5,60971.98
8,-1,-1,0.50,30,86586.50
8,-1,-1,0.50,55,169160.13
8,-1,-1,0.50,80,196093.17
8,-1,-1,0.50,105,251119.48
8,-1,-1,0.50,130,360651.78
8,-1,-1,0.50,155,404389.13
8,-1,-1,0.50,180,555685.81
8,-1,-1,0.50,205,841372.42
8,-1,-1,0.50,230,996606.35
8,-1,-1,0.50,255,1230589.79
8,-1,-1,0.50,280,1525009.18
8,-1,-1,0.60,5,60971.98
8,-1,-1,0.60,30,86586.50
8,-1,-1,0.60,55,169160.13
8,-1,-1,0.60,80,196093.17
8,-1,-1,0.60,105,251119.48
8,-1,-1,0.60,130,360651.78
8,-1,-1,0.60,155,404410.26
8,-1,-1,0.60,180,555678.25
8,-1,-1,0.60,205,838628.15
8,-1,-1,0.60,230,996463.87
8,-1,-1,0.60,255,1235641.64
8,-1,-1,0.60,280,1523393.24
8,-1,-1,0.70,5,60971.98
8,-1,-1,0.70,30,86586.50
8,-1,-1,0.70,55,169160.13
8,-1,-1,0.70,80,196093.17
8,-1,-1,0.70,105,251119.48
8,-1,-1,0.70,130,360651.78
8,-1,-1,0.70,155,404409.73
8,-1,-1,0.70,180,555689.87
8,-1,-1,0.70,205,838973.70
8,-1,-1,0.70,230,994275.85
8,-1,-1,0.70,255,1231912.50
8,-1,-1,0.70,280,1524794.90
8,-1,-1,0.80,5,60971.98
8,-1,-1,0.80,30,86586.50
8,-1,-1,0.80,55,169160.13
8,-1,-1,0.80,80,196093.17
8,-1,-1,0.80,105,251119.48
8,-1,-1,0.80,130,360651.78
8,-1,-1,0.80,155,404482.91
8,-1,-1,0.80,180,555733.07
8,-1,-1,0.80,205,841030.31
8,-1,-1,0.80,230,993753.67
8,-1,-1,0.80,255,1227350.64
